,batch_id,initial_weight_kg,meat_temp_c,grind_size_mm,water_ratio,fat_ratio,final_weight_kg,yield_loss_ratio
4326,4327,10.33,-0.3,3,0.19,0.3,9.66,0.065
4327,4328,24.74,-0.7,8,0.16,0.16,21.66,0.124
4328,4329,11.29,-1.3,3,0.17,0.1,10.35,0.083
4329,4330,22.22,-2.6,8,0.12,0.25,19.67,0.115
4330,4331,14.21,-2.8,5,0.13,0.14,12.81,0.099
4331,4332,11.98,-2.8,3,0.19,0.11,10.5,0.124
4332,4333,16.6,-3.0,3,0.11,0.28,15.08,0.092
4333,4334,19.66,-1.8,8,0.06,0.26,15.95,0.189
4334,4335,15.71,-1.2,3,0.16,0.12,13.94,0.113
4335,4336,10.82,4.7,3,0.14,0.26,10.0,0.076
4336,4337,18.99,1.2,5,0.17,0.27,17.73,0.066
4337,4338,23.54,4.9,8,0.06,0.28,21.16,0.101
4338,4339,15.75,-0.6,3,0.14,0.21,13.63,0.135
4339,4340,13.24,0.1,5,0.09,0.24,12.05,0.09
4340,4341,16.64,-1.1,3,0.19,0.25,15.27,0.082
4341,4342,10.73,-2.4,5,0.07,0.24,9.51,0.114
4342,4343,22.31,-2.7,3,0.18,0.23,20.82,0.067
4343,4344,22.4,4.5,5,0.06,0.21,20.53,0.083
4344,4345,18.82,4.9,5,0.05,0.2,16.15,0.142
4345,4346,15.3,-3.6,8,0.09,0.3,12.5,0.183
4346,4347,22.0,-2.6,5,0.1,0.17,20.17,0.083
4347,4348,18.32,-0.2,3,0.14,0.12,17.04,0.07
4348,4349,22.39,-2.3,5,0.07,0.25,20.63,0.079
4349,4350,19.47,-0.7,5,0.12,0.14,17.46,0.103
4350,4351,21.77,-2.8,3,0.08,0.21,20.34,0.066
4351,4352,18.98,0.1,3,0.18,0.12,18.17,0.043
4352,4353,16.21,-1.6,5,0.06,0.22,14.64,0.097
4353,4354,24.37,-0.8,3,0.1,0.29,23.0,0.056
4354,4355,18.12,-3.2,5,0.14,0.24,15.63,0.137
4355,4356,19.08,-0.1,5,0.19,0.14,18.18,0.047
4356,4357,13.31,4.8,5,0.18,0.29,11.78,0.115
4357,4358,19.38,-1.0,3,0.18,0.16,17.1,0.118
4358,4359,18.57,3.9,8,0.06,0.19,16.69,0.101
4359,4360,12.77,3.6,8,0.18,0.2,11.78,0.078
4360,4361,10.89,4.6,5,0.17,0.3,9.67,0.112
4361,4362,19.07,3.1,5,0.19,0.11,17.66,0.074
4362,4363,21.46,1.9,3,0.1,0.24,18.63,0.132
4363,4364,17.85,3.7,8,0.19,0.17,16.43,0.08
4364,4365,13.4,-3.3,8,0.11,0.12,12.45,0.071
4365,4366,20.0,0.2,8,0.15,0.29,16.5,0.175
4366,4367,11.2,4.9,3,0.11,0.22,10.54,0.059
4367,4368,16.63,2.9,3,0.11,0.25,14.6,0.122
4368,4369,12.45,4.7,3,0.13,0.15,11.37,0.087
4369,4370,12.77,3.0,5,0.1,0.25,11.19,0.124
4370,4371,13.03,3.9,3,0.17,0.27,12.42,0.047
4371,4372,15.8,2.4,5,0.15,0.19,14.41,0.088
4372,4373,10.77,2.8,5,0.15,0.21,9.27,0.139
4373,4374,15.97,0.7,5,0.08,0.29,14.78,0.075
4374,4375,17.68,4.3,5,0.2,0.27,15.54,0.121
4375,4376,17.25,3.4,3,0.15,0.19,15.55,0.099
4376,4377,15.74,3.6,3,0.08,0.23,14.58,0.074
4377,4378,22.59,2.1,8,0.16,0.26,19.21,0.15
4378,4379,12.18,-1.3,8,0.08,0.1,10.6,0.13
4379,4380,17.59,-3.7,5,0.06,0.22,15.06,0.144
4380,4381,10.93,4.4,8,0.13,0.3,9.66,0.116
4381,4382,11.07,1.3,8,0.13,0.29,9.45,0.146
4382,4383,18.61,-1.3,8,0.08,0.27,16.15,0.132
4383,4384,18.49,-2.7,5,0.1,0.12,16.2,0.124
4384,4385,23.17,3.5,8,0.19,0.3,20.88,0.099
4385,4386,18.37,3.5,3,0.09,0.22,16.69,0.091
4386,4387,24.4,3.3,5,0.07,0.14,22.63,0.073
4387,4388,10.73,1.8,3,0.2,0.23,10.05,0.063
4388,4389,11.47,-0.7,5,0.1,0.27,10.76,0.062
4389,4390,10.66,-1.3,3,0.15,0.12,9.4,0.118
4390,4391,12.78,-3.9,8,0.08,0.28,11.04,0.136
4391,4392,18.12,3.5,5,0.13,0.28,16.88,0.068
4392,4393,19.68,-3.2,3,0.11,0.1,17.86,0.092
4393,4394,10.68,1.7,5,0.19,0.28,9.1,0.148
4394,4395,24.19,0.5,3,0.11,0.29,22.56,0.067
4395,4396,22.63,0.7,8,0.14,0.11,20.44,0.097
4396,4397,14.45,4.3,5,0.19,0.16,13.57,0.061
4397,4398,11.16,-3.7,5,0.2,0.17,9.73,0.128
4398,4399,12.55,3.0,3,0.07,0.17,11.41,0.091
4399,4400,11.9,-3.5,3,0.18,0.25,10.74,0.097
4400,4401,11.85,-3.7,8,0.11,0.17,10.45,0.118
4401,4402,17.78,-0.1,3,0.14,0.29,16.43,0.076
4402,4403,13.69,-3.4,3,0.11,0.3,12.43,0.092
4403,4404,15.37,3.1,3,0.11,0.16,13.94,0.093
4404,4405,24.84,0.8,8,0.07,0.2,21.92,0.118
4405,4406,20.26,-3.7,8,0.14,0.21,17.95,0.114
4406,4407,24.23,-3.6,5,0.13,0.22,21.86,0.098
4407,4408,12.14,1.5,8,0.08,0.17,10.78,0.112
4408,4409,15.73,3.3,3,0.13,0.13,14.73,0.064
4409,4410,18.32,-0.1,5,0.2,0.11,17.26,0.058
4410,4411,11.15,1.0,8,0.16,0.12,9.73,0.127
4411,4412,10.06,3.2,8,0.12,0.28,8.93,0.112
4412,4413,20.06,1.5,3,0.19,0.16,19.12,0.047
4413,4414,19.63,-2.0,3,0.14,0.12,18.51,0.057
4414,4415,16.16,1.5,8,0.07,0.22,14.76,0.087
4415,4416,17.34,1.7,5,0.13,0.12,15.23,0.122
4416,4417,16.23,2.6,3,0.08,0.11,14.6,0.1
4417,4418,10.36,1.6,8,0.17,0.22,8.61,0.169
4418,4419,15.03,4.7,8,0.2,0.22,13.85,0.079
4419,4420,12.66,-2.2,3,0.1,0.11,11.44,0.096
4420,4421,11.48,4.6,5,0.12,0.19,10.76,0.063
4421,4422,24.35,0.8,5,0.11,0.19,22.12,0.092
4422,4423,18.99,2.0,5,0.09,0.21,16.91,0.11
4423,4424,20.93,-3.1,3,0.17,0.25,19.31,0.077
4424,4425,14.73,-0.6,3,0.14,0.16,13.71,0.069
4425,4426,15.9,2.9,3,0.06,0.19,14.73,0.074
4426,4427,13.55,2.4,5,0.18,0.26,12.25,0.096
4427,4428,11.45,-3.6,5,0.08,0.28,10.69,0.066
4428,4429,12.69,0.9,3,0.2,0.28,11.06,0.128
4429,4430,21.96,-3.2,3,0.11,0.2,18.98,0.136
4430,4431,20.16,5.0,3,0.14,0.2,19.1,0.053
4431,4432,18.2,4.1,5,0.06,0.21,15.52,0.147
4432,4433,17.13,-3.8,8,0.1,0.27,15.69,0.084
4433,4434,23.84,3.7,8,0.17,0.27,19.72,0.173
4434,4435,11.09,4.3,5,0.12,0.16,10.4,0.062
4435,4436,14.21,-0.8,3,0.19,0.13,13.36,0.06
4436,4437,15.25,2.5,3,0.14,0.18,14.01,0.081
4437,4438,21.74,-0.0,3,0.19,0.16,19.26,0.114
4438,4439,24.89,1.9,3,0.2,0.29,23.18,0.069
4439,4440,13.61,-0.9,5,0.12,0.15,12.33,0.094
4440,4441,23.11,-1.1,8,0.13,0.14,21.58,0.066
4441,4442,22.46,-0.2,8,0.18,0.28,18.35,0.183
4442,4443,13.37,-2.7,5,0.08,0.12,12.26,0.083
4443,4444,15.99,3.5,3,0.18,0.15,14.15,0.115
4444,4445,16.15,-0.9,8,0.14,0.19,13.82,0.144
4445,4446,24.67,-0.4,5,0.16,0.22,23.28,0.056
4446,4447,12.71,4.0,3,0.06,0.17,11.71,0.079
4447,4448,21.99,0.5,8,0.16,0.2,20.25,0.079
4448,4449,15.01,0.9,5,0.1,0.14,13.35,0.111
4449,4450,20.96,4.6,8,0.17,0.21,17.67,0.157
4450,4451,16.3,4.0,8,0.13,0.18,14.35,0.12
4451,4452,18.68,-2.5,5,0.09,0.27,17.26,0.076
4452,4453,22.49,0.3,5,0.19,0.18,19.34,0.14
4453,4454,22.06,4.7,8,0.16,0.19,20.1,0.089
4454,4455,23.0,-0.6,8,0.2,0.22,20.59,0.105
4455,4456,10.89,-0.7,5,0.1,0.12,10.17,0.066
4456,4457,20.38,-2.2,3,0.15,0.13,19.01,0.067
4457,4458,12.1,-3.0,3,0.14,0.26,11.31,0.065
4458,4459,16.24,2.7,3,0.15,0.15,14.27,0.121
4459,4460,18.23,2.9,3,0.06,0.24,15.71,0.138
4460,4461,16.04,4.7,5,0.09,0.12,14.76,0.08
4461,4462,17.79,3.0,3,0.19,0.26,16.19,0.09
4462,4463,24.95,-1.8,8,0.11,0.3,21.24,0.149
4463,4464,12.03,-3.6,3,0.19,0.17,10.85,0.098
4464,4465,20.13,4.9,5,0.08,0.2,18.62,0.075
4465,4466,15.94,-0.9,3,0.2,0.19,13.85,0.131
4466,4467,12.0,-1.2,3,0.15,0.28,11.01,0.083
4467,4468,12.38,4.2,5,0.17,0.1,11.57,0.065
4468,4469,24.24,1.3,3,0.11,0.23,20.95,0.136
4469,4470,23.19,-2.1,5,0.19,0.23,21.73,0.063
4470,4471,23.61,4.0,3,0.13,0.18,21.47,0.091
4471,4472,24.87,4.9,5,0.15,0.14,23.17,0.068
4472,4473,13.12,-3.2,3,0.06,0.15,11.94,0.09
4473,4474,15.33,3.8,8,0.14,0.26,14.16,0.076
4474,4475,20.04,-0.5,8,0.18,0.11,18.43,0.08
4475,4476,17.26,0.7,5,0.08,0.21,14.9,0.137
4476,4477,16.28,4.2,5,0.16,0.16,14.51,0.109
4477,4478,15.37,4.8,5,0.05,0.15,13.39,0.129
4478,4479,18.91,-1.6,8,0.19,0.2,15.97,0.155
4479,4480,18.63,-2.1,5,0.2,0.28,15.58,0.164
4480,4481,12.42,-3.3,3,0.1,0.22,11.29,0.091
4481,4482,17.08,1.1,5,0.07,0.26,14.96,0.124
4482,4483,18.3,-3.9,5,0.15,0.22,16.18,0.116
4483,4484,18.55,-0.3,3,0.05,0.24,16.64,0.103
4484,4485,13.15,-3.3,3,0.12,0.19,11.3,0.141
4485,4486,21.13,-0.4,8,0.09,0.29,19.1,0.096
4486,4487,10.38,-3.6,3,0.12,0.2,9.0,0.133
4487,4488,15.32,3.5,3,0.05,0.21,13.74,0.103
4488,4489,21.7,-2.1,5,0.06,0.2,18.37,0.153
4489,4490,18.46,-1.0,8,0.05,0.16,17.04,0.077
4490,4491,13.92,3.8,3,0.14,0.15,12.75,0.084
4491,4492,20.42,2.7,8,0.13,0.11,17.87,0.125
4492,4493,18.51,-2.0,3,0.08,0.24,16.56,0.105
4493,4494,21.94,-3.4,8,0.15,0.16,18.09,0.175
4494,4495,21.03,2.4,3,0.18,0.18,19.82,0.058
4495,4496,19.15,-0.5,5,0.09,0.28,17.48,0.087
4496,4497,17.32,2.9,8,0.17,0.21,14.69,0.152
4497,4498,12.0,0.0,8,0.15,0.12,10.35,0.138
4498,4499,13.92,-0.9,3,0.06,0.26,11.8,0.152
4499,4500,16.29,0.1,8,0.11,0.15,14.7,0.098
4500,4501,18.99,2.7,3,0.13,0.21,16.93,0.108
4501,4502,17.71,4.1,8,0.16,0.2,15.19,0.142
4502,4503,14.32,-3.6,8,0.09,0.15,12.61,0.119
4503,4504,10.1,0.7,5,0.2,0.12,9.47,0.062
4504,4505,17.44,-3.7,5,0.15,0.14,14.83,0.15
4505,4506,14.28,0.2,8,0.11,0.12,13.41,0.061
4506,4507,21.02,4.0,5,0.06,0.16,19.71,0.062
4507,4508,10.36,-0.7,8,0.08,0.3,8.73,0.157
4508,4509,18.77,4.4,3,0.12,0.18,17.3,0.078
4509,4510,24.12,1.7,8,0.12,0.27,20.45,0.152
4510,4511,12.62,4.4,8,0.17,0.21,10.71,0.151
4511,4512,17.07,2.8,5,0.16,0.23,15.16,0.112
4512,4513,11.37,-3.1,5,0.08,0.13,10.21,0.102
4513,4514,19.39,-1.9,3,0.14,0.15,17.95,0.074
4514,4515,18.26,-0.5,3,0.05,0.2,16.51,0.096
4515,4516,16.11,-2.5,3,0.11,0.28,14.24,0.116
4516,4517,17.82,0.5,8,0.16,0.11,15.6,0.125
4517,4518,23.45,0.2,3,0.11,0.2,21.48,0.084
4518,4519,12.94,4.6,3,0.18,0.11,11.53,0.109
4519,4520,10.34,-0.1,5,0.2,0.19,9.57,0.074
4520,4521,22.92,3.1,5,0.14,0.23,20.94,0.086
4521,4522,18.66,4.5,3,0.07,0.25,16.99,0.089
4522,4523,23.36,3.9,3,0.11,0.13,20.95,0.103
4523,4524,18.95,-2.1,8,0.05,0.13,16.15,0.148
4524,4525,22.15,0.5,8,0.14,0.19,20.44,0.077
4525,4526,16.45,-0.9,5,0.17,0.3,15.25,0.073
4526,4527,21.25,-0.4,3,0.14,0.17,18.78,0.116
4527,4528,23.7,-0.8,3,0.17,0.19,20.77,0.124
4528,4529,18.58,3.4,3,0.17,0.19,16.3,0.123
4529,4530,12.71,0.1,3,0.18,0.12,11.17,0.121
4530,4531,14.03,0.7,3,0.09,0.25,12.7,0.095
4531,4532,12.98,4.8,8,0.18,0.15,12.27,0.055
4532,4533,13.7,-3.5,8,0.15,0.24,12.33,0.1
4533,4534,14.6,0.4,3,0.09,0.2,12.71,0.129
4534,4535,18.33,3.0,8,0.2,0.22,15.57,0.151
4535,4536,18.82,-2.6,8,0.19,0.11,16.44,0.126
4536,4537,16.4,1.5,3,0.14,0.28,14.66,0.106
4537,4538,19.23,-1.8,8,0.18,0.15,16.38,0.148
4538,4539,11.22,3.8,3,0.09,0.23,10.6,0.055
4539,4540,11.32,-1.1,8,0.11,0.26,10.45,0.077
4540,4541,12.58,-1.0,3,0.08,0.21,11.66,0.073
4541,4542,17.77,1.4,3,0.13,0.17,16.02,0.098
4542,4543,13.21,-2.3,8,0.12,0.3,11.65,0.118
4543,4544,14.25,-1.4,8,0.08,0.16,12.78,0.103
4544,4545,16.0,-0.3,5,0.15,0.29,14.59,0.088
4545,4546,22.18,-0.8,3,0.07,0.13,20.53,0.074
4546,4547,10.21,0.7,3,0.06,0.18,8.84,0.134
4547,4548,19.74,1.4,3,0.11,0.13,18.26,0.075
4548,4549,20.03,1.1,3,0.11,0.1,18.29,0.087
4549,4550,21.98,1.9,8,0.1,0.15,20.55,0.065
4550,4551,23.99,-1.2,8,0.09,0.12,21.84,0.09
4551,4552,10.3,-2.9,5,0.1,0.3,9.61,0.067
4552,4553,12.31,2.8,3,0.07,0.25,10.98,0.108
4553,4554,23.29,3.7,5,0.11,0.1,21.5,0.077
4554,4555,16.88,-1.7,5,0.19,0.14,15.61,0.075
4555,4556,18.47,-0.3,5,0.08,0.23,16.36,0.114
4556,4557,19.95,0.5,5,0.15,0.18,18.28,0.084
4557,4558,20.19,0.8,5,0.07,0.27,18.75,0.071
4558,4559,23.98,1.9,8,0.1,0.2,21.39,0.108
4559,4560,24.95,-3.6,8,0.1,0.23,21.31,0.146
4560,4561,20.8,2.5,5,0.19,0.22,19.38,0.068
4561,4562,14.31,-3.4,8,0.11,0.23,12.81,0.105
4562,4563,23.2,0.2,8,0.15,0.15,19.37,0.165
4563,4564,10.74,3.4,5,0.14,0.17,10.01,0.068
4564,4565,13.47,0.1,8,0.07,0.11,11.8,0.124
4565,4566,23.46,-2.7,8,0.19,0.22,20.12,0.142
4566,4567,13.84,4.9,3,0.1,0.19,12.59,0.09
4567,4568,13.31,4.0,5,0.06,0.25,12.12,0.089
4568,4569,12.07,2.9,3,0.1,0.14,11.14,0.077
4569,4570,22.89,-0.3,3,0.1,0.19,21.59,0.057
4570,4571,17.5,-2.3,5,0.06,0.14,15.78,0.098
4571,4572,20.12,4.5,3,0.14,0.22,18.75,0.068
4572,4573,13.59,0.8,3,0.1,0.27,12.07,0.112
4573,4574,21.37,3.7,8,0.14,0.25,18.27,0.145
4574,4575,21.4,-0.9,3,0.05,0.29,19.7,0.079
4575,4576,14.69,-1.0,5,0.2,0.29,13.86,0.057
4576,4577,16.16,4.9,8,0.08,0.25,14.22,0.12
4577,4578,13.15,0.7,8,0.15,0.16,11.5,0.125
4578,4579,24.65,-2.7,8,0.16,0.14,22.95,0.069
4579,4580,19.68,-2.0,5,0.08,0.19,16.76,0.148
4580,4581,24.02,0.3,5,0.07,0.3,19.99,0.168
4581,4582,14.55,-3.6,5,0.07,0.18,13.31,0.085
4582,4583,21.73,0.2,3,0.09,0.14,19.52,0.102
4583,4584,21.49,-0.2,3,0.08,0.29,19.32,0.101
4584,4585,20.37,3.0,8,0.15,0.18,17.44,0.144
4585,4586,24.48,-0.8,8,0.11,0.24,22.1,0.097
4586,4587,15.9,4.8,5,0.13,0.26,13.87,0.128
4587,4588,11.96,-2.4,5,0.06,0.27,9.94,0.169
4588,4589,20.08,1.3,3,0.18,0.26,17.52,0.127
4589,4590,20.94,-3.2,3,0.08,0.27,19.72,0.058
4590,4591,18.63,2.6,5,0.1,0.23,15.92,0.145
4591,4592,13.1,5.0,5,0.06,0.18,11.95,0.088
4592,4593,17.57,3.4,3,0.07,0.23,15.59,0.113
4593,4594,14.68,1.0,8,0.15,0.27,12.04,0.18
4594,4595,16.41,0.4,8,0.15,0.17,14.5,0.116
4595,4596,19.68,3.5,3,0.15,0.16,17.7,0.101
4596,4597,21.18,4.4,3,0.13,0.17,19.55,0.077
4597,4598,13.48,4.9,8,0.19,0.21,12.15,0.099
4598,4599,16.08,-0.4,3,0.13,0.11,14.22,0.116
4599,4600,14.04,4.9,8,0.12,0.26,12.84,0.085
4600,4601,12.98,-2.6,8,0.09,0.13,10.91,0.159
4601,4602,21.75,-1.7,3,0.06,0.13,20.42,0.061
4602,4603,23.64,-3.2,5,0.13,0.14,21.26,0.101
4603,4604,15.55,-1.6,5,0.1,0.22,13.43,0.136
4604,4605,21.27,2.9,5,0.13,0.16,18.8,0.116
4605,4606,23.45,3.7,5,0.08,0.17,21.39,0.088
4606,4607,22.69,3.0,5,0.18,0.29,20.0,0.119
4607,4608,12.74,1.7,5,0.2,0.27,11.66,0.085
4608,4609,24.34,0.6,5,0.1,0.27,22.74,0.066
4609,4610,15.65,2.4,3,0.18,0.22,13.88,0.113
4610,4611,15.09,-0.5,3,0.18,0.27,13.35,0.115
4611,4612,10.94,3.6,5,0.2,0.26,9.96,0.09
4612,4613,17.29,2.1,3,0.1,0.29,16.36,0.054
4613,4614,11.64,2.3,8,0.16,0.11,10.26,0.119
4614,4615,13.73,0.8,5,0.08,0.11,12.91,0.06
4615,4616,14.75,4.0,8,0.14,0.14,12.76,0.135
4616,4617,22.13,-1.7,3,0.16,0.29,19.57,0.116
4617,4618,23.13,-0.6,5,0.16,0.22,20.63,0.108
4618,4619,14.54,3.0,8,0.08,0.19,12.48,0.142
4619,4620,22.88,0.4,3,0.18,0.2,20.02,0.125
4620,4621,22.86,4.0,5,0.11,0.27,20.48,0.104
4621,4622,21.47,-0.9,5,0.08,0.29,19.29,0.102
4622,4623,12.2,-0.7,8,0.13,0.25,11.16,0.085
4623,4624,20.35,4.0,8,0.18,0.25,18.97,0.068
4624,4625,24.18,0.2,8,0.2,0.16,20.22,0.164
4625,4626,20.24,0.6,3,0.16,0.19,18.05,0.108
4626,4627,14.97,-1.0,8,0.05,0.28,12.68,0.153
4627,4628,17.51,-1.5,8,0.07,0.26,16.35,0.066
4628,4629,19.69,1.9,8,0.06,0.24,16.21,0.177
4629,4630,17.66,-2.9,5,0.07,0.11,16.34,0.075
4630,4631,11.8,3.9,8,0.11,0.11,10.7,0.093
4631,4632,14.68,3.0,8,0.1,0.13,12.68,0.136
4632,4633,22.04,-2.3,3,0.07,0.22,19.41,0.119
4633,4634,22.92,2.2,3,0.18,0.21,20.64,0.099
4634,4635,12.06,1.4,8,0.14,0.29,11.28,0.065
4635,4636,24.29,-2.3,3,0.17,0.24,20.77,0.145
4636,4637,14.93,-1.5,3,0.11,0.16,13.51,0.095
4637,4638,19.93,-0.3,3,0.11,0.13,18.14,0.09
4638,4639,21.28,2.3,5,0.1,0.27,19.62,0.078
4639,4640,22.18,1.7,8,0.12,0.19,18.92,0.147
4640,4641,24.19,0.8,8,0.14,0.23,22.52,0.069
4641,4642,14.69,2.9,8,0.12,0.21,13.28,0.096
4642,4643,22.88,2.8,3,0.18,0.12,20.59,0.1
4643,4644,11.98,1.6,3,0.19,0.11,10.93,0.088
4644,4645,20.58,3.1,3,0.12,0.18,18.43,0.104
4645,4646,21.13,-1.0,5,0.09,0.17,18.27,0.135
4646,4647,20.17,3.9,3,0.19,0.23,18.36,0.09
4647,4648,13.78,1.5,5,0.16,0.23,12.0,0.129
4648,4649,23.1,3.4,8,0.15,0.29,20.48,0.113
4649,4650,12.53,0.9,3,0.16,0.27,11.02,0.121
4650,4651,10.8,-2.0,5,0.06,0.2,9.27,0.142
4651,4652,20.76,0.9,5,0.06,0.2,18.95,0.087
4652,4653,17.13,-0.7,3,0.07,0.23,15.71,0.083
4653,4654,22.74,2.3,5,0.07,0.12,21.04,0.075
4654,4655,15.75,0.3,3,0.11,0.3,14.89,0.055
4655,4656,12.52,3.5,5,0.07,0.2,11.73,0.063
4656,4657,22.55,2.1,8,0.18,0.28,20.11,0.108
4657,4658,18.23,2.2,8,0.14,0.29,16.56,0.092
4658,4659,12.84,-2.0,8,0.11,0.22,11.42,0.111
4659,4660,20.81,4.9,3,0.06,0.12,18.84,0.095
4660,4661,17.67,3.6,8,0.14,0.21,16.4,0.072
4661,4662,19.06,3.1,8,0.07,0.22,17.34,0.09
4662,4663,16.91,-1.0,8,0.16,0.26,13.99,0.173
4663,4664,22.43,0.8,3,0.17,0.11,20.88,0.069
4664,4665,22.44,-2.8,5,0.13,0.19,19.59,0.127
4665,4666,20.64,0.8,3,0.07,0.28,17.45,0.155
4666,4667,11.58,-2.7,3,0.17,0.3,10.94,0.055
4667,4668,22.58,1.0,8,0.1,0.14,20.33,0.1
4668,4669,20.07,1.8,5,0.08,0.27,18.69,0.069
4669,4670,20.46,-0.5,8,0.12,0.13,19.19,0.062
4670,4671,15.44,0.5,8,0.19,0.27,14.12,0.085
4671,4672,23.19,3.9,3,0.09,0.16,21.99,0.052
4672,4673,20.88,-3.0,3,0.19,0.29,17.98,0.139
4673,4674,11.69,3.1,3,0.06,0.24,10.11,0.135
4674,4675,16.12,-2.5,8,0.06,0.18,13.2,0.181
4675,4676,23.3,-3.7,5,0.15,0.16,19.91,0.145
4676,4677,10.71,-2.3,5,0.08,0.15,9.6,0.104
4677,4678,24.42,2.9,8,0.1,0.24,20.84,0.147
4678,4679,20.19,-0.4,5,0.07,0.28,17.08,0.154
4679,4680,19.47,3.9,8,0.1,0.25,17.83,0.084
4680,4681,14.06,0.7,5,0.09,0.27,12.38,0.119
4681,4682,13.73,-3.8,8,0.16,0.26,11.67,0.15
4682,4683,24.13,2.5,5,0.16,0.3,20.76,0.14
4683,4684,14.47,-3.0,3,0.19,0.25,13.02,0.1
4684,4685,21.63,3.1,3,0.16,0.14,19.11,0.117
4685,4686,15.9,-2.5,3,0.15,0.26,14.62,0.081
4686,4687,12.09,-0.9,3,0.15,0.16,10.87,0.101
4687,4688,10.16,2.9,8,0.18,0.3,9.01,0.113
4688,4689,18.16,4.6,5,0.09,0.18,17.27,0.049
4689,4690,24.64,-0.7,8,0.1,0.16,22.17,0.1
4690,4691,15.54,3.5,3,0.16,0.15,14.0,0.099
4691,4692,15.36,-2.3,5,0.08,0.23,14.07,0.084
4692,4693,15.16,3.3,8,0.19,0.12,13.94,0.08
4693,4694,17.81,1.9,3,0.13,0.29,15.91,0.107
4694,4695,16.61,-2.3,5,0.1,0.16,15.49,0.067
4695,4696,23.2,-1.3,5,0.17,0.16,19.99,0.138
4696,4697,17.58,-2.8,3,0.1,0.11,15.82,0.1
4697,4698,17.62,-0.6,3,0.19,0.15,16.47,0.065
4698,4699,12.08,-2.2,5,0.2,0.18,10.83,0.103
4699,4700,24.74,1.8,3,0.15,0.17,22.01,0.11
4700,4701,13.75,5.0,8,0.07,0.15,11.88,0.136
4701,4702,11.1,-3.9,3,0.09,0.11,9.84,0.114
4702,4703,19.95,0.9,3,0.13,0.16,18.09,0.093
4703,4704,18.93,1.2,3,0.18,0.26,17.17,0.093
4704,4705,16.23,4.2,5,0.08,0.19,15.2,0.063
4705,4706,16.33,0.6,5,0.07,0.16,13.88,0.15
4706,4707,21.78,0.9,3,0.06,0.16,18.98,0.129
4707,4708,12.94,0.2,5,0.13,0.21,10.99,0.151
4708,4709,22.3,-1.6,3,0.18,0.16,19.88,0.109
4709,4710,19.73,-3.5,8,0.06,0.23,18.11,0.082
4710,4711,16.28,-0.3,5,0.08,0.3,14.76,0.093
4711,4712,16.87,-3.5,3,0.15,0.11,15.22,0.098
4712,4713,13.85,1.0,5,0.17,0.13,11.95,0.137
4713,4714,21.28,-1.2,8,0.17,0.14,19.45,0.086
4714,4715,17.69,0.8,8,0.17,0.19,15.6,0.118
4715,4716,14.81,-2.8,3,0.07,0.11,13.86,0.064
4716,4717,18.94,4.4,5,0.11,0.2,17.73,0.064
4717,4718,24.94,4.1,8,0.2,0.29,21.14,0.152
4718,4719,16.53,-2.3,5,0.2,0.1,14.54,0.12
4719,4720,23.81,-0.9,3,0.14,0.17,22.66,0.048
4720,4721,15.18,1.5,8,0.16,0.25,13.92,0.083
4721,4722,10.82,-3.1,8,0.19,0.13,10.18,0.059
4722,4723,13.06,-0.8,5,0.12,0.12,11.7,0.104
4723,4724,16.28,-1.7,8,0.07,0.23,13.63,0.163
4724,4725,13.29,4.2,3,0.15,0.1,12.62,0.05
4725,4726,10.0,3.7,3,0.19,0.26,9.07,0.093
4726,4727,23.73,1.2,8,0.15,0.11,21.92,0.076
4727,4728,22.66,0.7,3,0.17,0.2,21.61,0.046
4728,4729,21.13,4.4,8,0.11,0.25,19.84,0.061
4729,4730,12.52,4.4,8,0.06,0.15,11.84,0.054
4730,4731,11.81,4.7,8,0.08,0.12,10.79,0.086
4731,4732,11.01,-2.9,8,0.2,0.14,9.69,0.12
4732,4733,20.86,-2.6,5,0.12,0.27,18.61,0.108
4733,4734,23.93,2.1,8,0.05,0.24,20.89,0.127
4734,4735,16.46,0.9,3,0.19,0.14,15.53,0.057
4735,4736,11.79,-3.8,5,0.12,0.24,10.58,0.103
4736,4737,17.69,-3.4,3,0.18,0.24,16.68,0.057
4737,4738,15.23,4.0,8,0.13,0.3,12.55,0.176
4738,4739,15.62,3.8,3,0.07,0.18,14.09,0.098
4739,4740,19.32,-0.8,5,0.14,0.27,16.88,0.126
4740,4741,20.78,4.0,3,0.2,0.19,19.01,0.085
4741,4742,11.66,1.3,5,0.06,0.28,10.16,0.129
4742,4743,10.53,3.3,8,0.18,0.12,9.1,0.136
4743,4744,24.91,-0.2,8,0.09,0.14,22.71,0.088
4744,4745,13.49,-3.0,3,0.11,0.27,12.41,0.08
4745,4746,10.81,-0.1,3,0.11,0.26,9.87,0.087
4746,4747,12.85,0.1,8,0.18,0.16,10.89,0.153
4747,4748,10.58,1.0,8,0.13,0.22,9.09,0.141
4748,4749,15.88,-3.0,3,0.12,0.18,13.63,0.142
4749,4750,22.04,4.9,8,0.17,0.1,19.53,0.114
4750,4751,15.12,-1.8,5,0.06,0.11,13.59,0.101
4751,4752,16.66,-2.2,5,0.06,0.11,15.16,0.09
4752,4753,20.13,0.7,3,0.05,0.22,17.63,0.124
4753,4754,17.63,0.8,3,0.15,0.16,16.64,0.056
4754,4755,22.92,-0.0,8,0.13,0.13,21.22,0.074
